accession,goAnnotation.ontologyTerm.identifier,goAnnotation.ontologyTerm.namespace,goAnnotation.qualifier
CPX:CPX-3039,GO:0009272,biological_process,biolink:actively_involved_in
CPX:CPX-3039,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-3039,GO:0035269,biological_process,biolink:actively_involved_in
CPX:CPX-3039,GO:0097586,cellular_component,biolink:located_in
CPX:CPX-3039,GO:1900101,biological_process,biolink:actively_involved_in
CPX:CPX-3040,GO:0004169,molecular_function,biolink:enables
CPX:CPX-3040,GO:0009272,biological_process,biolink:actively_involved_in
CPX:CPX-3040,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-3040,GO:0035269,biological_process,biolink:actively_involved_in
CPX:CPX-3040,GO:0097585,cellular_component,biolink:located_in
CPX:CPX-3040,GO:1900101,biological_process,biolink:actively_involved_in
CPX:CPX-3055,GO:0030867,cellular_component,biolink:located_in
CPX:CPX-3055,GO:0031204,biological_process,biolink:actively_involved_in
CPX:CPX-3055,GO:0071256,cellular_component,biolink:located_in
CPX:CPX-3056,GO:0030867,cellular_component,biolink:located_in
CPX:CPX-3056,GO:0031204,biological_process,biolink:actively_involved_in
CPX:CPX-3056,GO:0031207,cellular_component,biolink:located_in
CPX:CPX-3069,GO:0005524,molecular_function,biolink:enables
CPX:CPX-3069,GO:0006515,biological_process,biolink:actively_involved_in
CPX:CPX-3069,GO:0016887,molecular_function,biolink:enables
CPX:CPX-3069,GO:0036266,cellular_component,biolink:located_in
CPX:CPX-3069,GO:0043130,molecular_function,biolink:enables
CPX:CPX-3069,GO:0072671,biological_process,biolink:actively_involved_in
CPX:CPX-307,GO:0006644,biological_process,biolink:actively_involved_in
CPX:CPX-307,GO:0015914,biological_process,biolink:actively_involved_in
CPX:CPX-307,GO:0072546,cellular_component,biolink:located_in
CPX:CPX-3070,GO:0000836,cellular_component,biolink:located_in
CPX:CPX-3070,GO:0004842,molecular_function,biolink:enables
CPX:CPX-3070,GO:0030433,biological_process,biolink:actively_involved_in
CPX:CPX-3074,GO:0000837,cellular_component,biolink:located_in
CPX:CPX-3074,GO:0004842,molecular_function,biolink:enables
CPX:CPX-3074,GO:0071712,biological_process,biolink:actively_involved_in
CPX:CPX-3078,GO:0005085,molecular_function,biolink:enables
CPX:CPX-3078,GO:0005794,cellular_component,biolink:located_in
CPX:CPX-3078,GO:0034066,cellular_component,biolink:located_in
CPX:CPX-3078,GO:0042147,biological_process,biolink:actively_involved_in
CPX:CPX-3078,GO:0043087,biological_process,biolink:actively_involved_in
CPX:CPX-3087,GO:0003690,molecular_function,biolink:enables
CPX:CPX-3087,GO:0042275,biological_process,biolink:actively_involved_in
CPX:CPX-3087,GO:0097196,cellular_component,biolink:located_in
CPX:CPX-3087,GO:1903112,biological_process,biolink:actively_involved_in
CPX:CPX-3088,GO:0000285,molecular_function,biolink:enables
CPX:CPX-3088,GO:0005524,molecular_function,biolink:enables
CPX:CPX-3088,GO:0010511,biological_process,biolink:actively_involved_in
CPX:CPX-3088,GO:0043813,molecular_function,biolink:enables
CPX:CPX-3088,GO:0070772,cellular_component,biolink:located_in
CPX:CPX-3088,GO:1903100,biological_process,biolink:actively_involved_in
CPX:CPX-31,GO:0000245,biological_process,biolink:actively_involved_in
CPX:CPX-31,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-31,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-31,GO:0005687,cellular_component,biolink:located_in
CPX:CPX-3139,GO:0003697,molecular_function,biolink:enables
CPX:CPX-3139,GO:0006302,biological_process,biolink:actively_involved_in
CPX:CPX-3139,GO:0033062,cellular_component,biolink:located_in
CPX:CPX-3139,GO:0042275,biological_process,biolink:actively_involved_in
CPX:CPX-3139,GO:1903112,biological_process,biolink:actively_involved_in
CPX:CPX-3146,GO:0001065,molecular_function,biolink:enables
CPX:CPX-3146,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-3146,GO:0006390,biological_process,biolink:actively_involved_in
CPX:CPX-3146,GO:0034245,cellular_component,biolink:located_in
CPX:CPX-3155,GO:0004402,molecular_function,biolink:enables
CPX:CPX-3155,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-3155,GO:0006351,biological_process,biolink:actively_involved_in
CPX:CPX-3155,GO:0016573,biological_process,biolink:actively_involved_in
CPX:CPX-3155,GO:0035267,cellular_component,biolink:located_in
CPX:CPX-3158,GO:0004758,molecular_function,biolink:enables
CPX:CPX-3158,GO:0035339,cellular_component,biolink:located_in
CPX:CPX-3158,GO:0090156,biological_process,biolink:actively_involved_in
CPX:CPX-3159,GO:0000228,cellular_component,biolink:located_in
CPX:CPX-3159,GO:0017108,molecular_function,biolink:enables
CPX:CPX-3159,GO:0033557,cellular_component,biolink:located_in
CPX:CPX-3159,GO:1902681,biological_process,biolink:actively_involved_in
CPX:CPX-3163,GO:0000097,biological_process,biolink:actively_involved_in
CPX:CPX-3163,GO:0000103,biological_process,biolink:actively_involved_in
CPX:CPX-3163,GO:0004783,molecular_function,biolink:enables
CPX:CPX-3163,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-3163,GO:0009337,cellular_component,biolink:located_in
CPX:CPX-3172,GO:0000329,cellular_component,biolink:located_in
CPX:CPX-3172,GO:0003924,molecular_function,biolink:enables
CPX:CPX-3172,GO:0005525,molecular_function,biolink:enables
CPX:CPX-3172,GO:0016237,biological_process,biolink:actively_involved_in
CPX:CPX-3172,GO:0032008,biological_process,biolink:actively_involved_in
CPX:CPX-3172,GO:0071986,cellular_component,biolink:located_in
CPX:CPX-3179,GO:0003690,molecular_function,biolink:enables
CPX:CPX-3179,GO:0004842,molecular_function,biolink:enables
CPX:CPX-3179,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-3179,GO:0033768,cellular_component,biolink:located_in
CPX:CPX-3180,GO:0000957,biological_process,biolink:actively_involved_in
CPX:CPX-3180,GO:0003723,molecular_function,biolink:enables
CPX:CPX-3180,GO:0003724,molecular_function,biolink:enables
CPX:CPX-3180,GO:0008859,molecular_function,biolink:enables
CPX:CPX-3180,GO:0045025,cellular_component,biolink:located_in
CPX:CPX-3184,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-3184,GO:0006335,biological_process,biolink:actively_involved_in
CPX:CPX-3184,GO:0006337,biological_process,biolink:actively_involved_in
CPX:CPX-3184,GO:0032968,biological_process,biolink:actively_involved_in
CPX:CPX-3184,GO:1990453,cellular_component,biolink:located_in
CPX:CPX-3185,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-3185,GO:0004402,molecular_function,biolink:enables
CPX:CPX-3185,GO:0016573,biological_process,biolink:actively_involved_in
CPX:CPX-3185,GO:0031491,molecular_function,biolink:enables
CPX:CPX-3185,GO:0032777,cellular_component,biolink:located_in
CPX:CPX-3188,GO:0000133,cellular_component,biolink:located_in
CPX:CPX-3188,GO:0006903,biological_process,biolink:actively_involved_in
CPX:CPX-3188,GO:0030010,biological_process,biolink:actively_involved_in
CPX:CPX-3188,GO:0030950,biological_process,biolink:actively_involved_in
CPX:CPX-3196,GO:0007005,biological_process,biolink:actively_involved_in
CPX:CPX-3196,GO:0030674,molecular_function,biolink:enables
CPX:CPX-3196,GO:0032865,cellular_component,biolink:located_in
CPX:CPX-3196,GO:0055091,biological_process,biolink:actively_involved_in
CPX:CPX-3196,GO:0098799,cellular_component,biolink:located_in
CPX:CPX-3196,GO:1990456,biological_process,biolink:actively_involved_in
CPX:CPX-32,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-32,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-32,GO:0005681,cellular_component,biolink:located_in
CPX:CPX-32,GO:0071001,cellular_component,biolink:located_in
CPX:CPX-3207,GO:0004148,molecular_function,biolink:enables
CPX:CPX-3207,GO:0004739,molecular_function,biolink:enables
CPX:CPX-3207,GO:0004742,molecular_function,biolink:enables
CPX:CPX-3207,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-3207,GO:0005967,cellular_component,biolink:located_in
CPX:CPX-3207,GO:0006086,biological_process,biolink:actively_involved_in
CPX:CPX-3207,GO:0030976,molecular_function,biolink:enables
CPX:CPX-3211,GO:0001734,molecular_function,biolink:enables
CPX:CPX-3211,GO:0036396,cellular_component,biolink:located_in
CPX:CPX-3211,GO:0080009,biological_process,biolink:actively_involved_in
CPX:CPX-3211,GO:2000221,biological_process,biolink:actively_involved_in
CPX:CPX-3212,GO:0000776,cellular_component,biolink:located_in
CPX:CPX-3212,GO:0007094,biological_process,biolink:actively_involved_in
CPX:CPX-3215,GO:0006261,biological_process,biolink:actively_involved_in
CPX:CPX-3215,GO:0034728,biological_process,biolink:actively_involved_in
CPX:CPX-3215,GO:0035101,cellular_component,biolink:located_in
CPX:CPX-3215,GO:1902275,biological_process,biolink:actively_involved_in
CPX:CPX-3226,GO:0003713,molecular_function,biolink:enables
CPX:CPX-3226,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-3226,GO:0032968,biological_process,biolink:actively_involved_in
CPX:CPX-3226,GO:0051123,biological_process,biolink:actively_involved_in
CPX:CPX-3226,GO:0060261,biological_process,biolink:actively_involved_in
CPX:CPX-3226,GO:0070847,cellular_component,biolink:located_in
CPX:CPX-3231,GO:0000306,cellular_component,biolink:located_in
CPX:CPX-3231,GO:0035859,cellular_component,biolink:located_in
CPX:CPX-3231,GO:1903432,biological_process,biolink:actively_involved_in
CPX:CPX-3233,GO:0003924,molecular_function,biolink:enables
CPX:CPX-3233,GO:0005525,molecular_function,biolink:enables
CPX:CPX-3233,GO:0005770,cellular_component,biolink:located_in
CPX:CPX-3233,GO:0032456,biological_process,biolink:actively_involved_in
CPX:CPX-3233,GO:0071986,cellular_component,biolink:located_in
CPX:CPX-3234,GO:0000082,biological_process,biolink:actively_involved_in
CPX:CPX-3234,GO:0000086,biological_process,biolink:actively_involved_in
CPX:CPX-3234,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3234,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3234,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3238,GO:0016925,biological_process,biolink:actively_involved_in
CPX:CPX-3238,GO:0019948,molecular_function,biolink:enables
CPX:CPX-3238,GO:0031510,cellular_component,biolink:located_in
CPX:CPX-3241,GO:0000082,biological_process,biolink:actively_involved_in
CPX:CPX-3241,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3241,GO:0010828,biological_process,biolink:actively_involved_in
CPX:CPX-3241,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3241,GO:0019222,biological_process,biolink:actively_involved_in
CPX:CPX-3241,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3242,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3242,GO:0008053,biological_process,biolink:actively_involved_in
CPX:CPX-3242,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3242,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3243,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3243,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3243,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3244,GO:0000409,biological_process,biolink:actively_involved_in
CPX:CPX-3244,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3244,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3244,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3248,GO:0004842,molecular_function,biolink:enables
CPX:CPX-3248,GO:0005637,cellular_component,biolink:located_in
CPX:CPX-3248,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3248,GO:0071230,biological_process,biolink:actively_involved_in
CPX:CPX-3248,GO:0097658,cellular_component,biolink:located_in
CPX:CPX-3249,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3249,GO:0007346,biological_process,biolink:actively_involved_in
CPX:CPX-3249,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3249,GO:0031335,biological_process,biolink:actively_involved_in
CPX:CPX-3249,GO:0061630,molecular_function,biolink:enables
CPX:CPX-325,GO:0006751,biological_process,biolink:actively_involved_in
CPX:CPX-325,GO:0036374,molecular_function,biolink:enables
CPX:CPX-325,GO:0061672,cellular_component,biolink:located_in
CPX:CPX-3250,GO:0006348,None,None
CPX:CPX-3250,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3250,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3250,GO:0030466,biological_process,biolink:actively_involved_in
CPX:CPX-3250,GO:0031573,biological_process,biolink:actively_involved_in
CPX:CPX-3250,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3253,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3253,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3253,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3254,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3254,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3254,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3255,GO:0006511,biological_process,biolink:actively_involved_in
CPX:CPX-3255,GO:0019005,cellular_component,biolink:located_in
CPX:CPX-3255,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3255,GO:0071406,biological_process,biolink:actively_involved_in
CPX:CPX-3265,GO:0061630,molecular_function,biolink:enables
CPX:CPX-3265,GO:1990112,cellular_component,biolink:located_in
CPX:CPX-3265,GO:1990116,biological_process,biolink:actively_involved_in
CPX:CPX-3279,GO:0031304,cellular_component,biolink:located_in
CPX:CPX-3279,GO:0033615,biological_process,biolink:actively_involved_in
CPX:CPX-3279,GO:1990677,cellular_component,biolink:located_in
CPX:CPX-3281,GO:0005743,cellular_component,biolink:located_in
CPX:CPX-3281,GO:0005753,cellular_component,biolink:located_in
CPX:CPX-3281,GO:0015986,biological_process,biolink:actively_involved_in
CPX:CPX-3281,GO:0046933,molecular_function,biolink:enables
CPX:CPX-3284,GO:0000171,molecular_function,biolink:enables
CPX:CPX-3284,GO:0000172,cellular_component,biolink:located_in
CPX:CPX-3284,GO:0000460,biological_process,biolink:actively_involved_in
CPX:CPX-3284,GO:0003727,molecular_function,biolink:enables
CPX:CPX-3294,GO:0000289,biological_process,biolink:actively_involved_in
CPX:CPX-3294,GO:0004535,molecular_function,biolink:enables
CPX:CPX-3294,GO:0031251,cellular_component,biolink:located_in
CPX:CPX-3297,GO:0003678,molecular_function,biolink:enables
CPX:CPX-3297,GO:0003682,molecular_function,biolink:enables
CPX:CPX-3297,GO:0005524,molecular_function,biolink:enables
CPX:CPX-3297,GO:0008094,molecular_function,biolink:enables
CPX:CPX-3297,GO:0042766,None,None
CPX:CPX-3298,GO:0000332,molecular_function,biolink:enables
CPX:CPX-3298,GO:0003720,molecular_function,biolink:enables
CPX:CPX-3298,GO:0003721,molecular_function,biolink:enables
CPX:CPX-3298,GO:0005697,cellular_component,biolink:located_in
CPX:CPX-3298,GO:0007004,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0001778,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0005524,molecular_function,biolink:enables
CPX:CPX-334,GO:0005643,cellular_component,biolink:located_in
CPX:CPX-334,GO:0005886,cellular_component,biolink:located_in
CPX:CPX-334,GO:0006914,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0006997,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0016887,molecular_function,biolink:enables
CPX:CPX-334,GO:0030496,cellular_component,biolink:located_in
CPX:CPX-334,GO:0031468,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0036258,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0060548,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0061764,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0061952,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0071985,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0090148,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:0097352,biological_process,biolink:actively_involved_in
CPX:CPX-334,GO:1904949,cellular_component,biolink:located_in
CPX:CPX-3342,GO:0005811,cellular_component,biolink:located_in
CPX:CPX-3342,GO:0019216,biological_process,biolink:actively_involved_in
CPX:CPX-3342,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-3342,GO:0140042,biological_process,biolink:actively_involved_in
CPX:CPX-3342,GO:1990044,biological_process,biolink:actively_involved_in
CPX:CPX-335,GO:0000086,biological_process,biolink:actively_involved_in
CPX:CPX-335,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-335,GO:0004693,molecular_function,biolink:enables
CPX:CPX-336,GO:0000086,biological_process,biolink:actively_involved_in
CPX:CPX-336,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-336,GO:0004693,molecular_function,biolink:enables
CPX:CPX-337,GO:0000086,biological_process,biolink:actively_involved_in
CPX:CPX-337,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-337,GO:0004693,molecular_function,biolink:enables
CPX:CPX-3384,GO:0000448,biological_process,biolink:actively_involved_in
CPX:CPX-3384,GO:0004534,molecular_function,biolink:enables
CPX:CPX-3384,GO:0005524,molecular_function,biolink:enables
CPX:CPX-3384,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-3384,GO:0019843,molecular_function,biolink:enables
CPX:CPX-3384,GO:0034353,molecular_function,biolink:enables
CPX:CPX-3384,GO:0090730,cellular_component,biolink:located_in
CPX:CPX-339,GO:0000083,biological_process,biolink:actively_involved_in
CPX:CPX-339,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-339,GO:0004693,molecular_function,biolink:enables
CPX:CPX-342,GO:0000307,cellular_component,biolink:located_in
